2022-04-01 05:05:01.633 ERROR [queue-executor-handler-4][?:?]:[online#12711120_80064|PUNCMH|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4429}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648760701509}},\"lastRefreshTime\":1648760701506},\"del\":{}}","rid":"online#12711120_80064","requestJson":{"index":1,"type":1}}
2022-04-01 07:54:18.268 ERROR [queue-executor-handler-1][?:?]:[online#11340368_60027|柒|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":215}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":262}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770858262}},\"lastRefreshTime\":1648770858253},\"del\":{}}","rid":"online#11340368_60027","requestJson":{"index":1,"type":1}}
2022-04-01 07:54:29.775 ERROR [queue-executor-handler-16][?:?]:[online#23128145_80528|迎炎|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":926}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770869769}},\"lastRefreshTime\":1648770869769},\"del\":{}}","rid":"online#23128145_80528","requestJson":{"index":1,"type":1}}
2022-04-01 07:54:40.555 ERROR [queue-executor-handler-16][?:?]:[online#23128145_80528|迎炎|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":626}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":174}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770880550}},\"lastRefreshTime\":1648770880550},\"del\":{}}","rid":"online#23128145_80528","requestJson":{"index":1,"type":1}}
2022-04-01 07:54:48.672 ERROR [queue-executor-handler-10][?:?]:[online#23135996_80529|斯特派坦|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":580}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":5126}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770888668}},\"lastRefreshTime\":1648770888667},\"del\":{}}","rid":"online#23135996_80529","requestJson":{"index":1,"type":1}}
2022-04-01 07:54:50.977 ERROR [queue-executor-handler-8][?:?]:[online#23303416_80537|佐之|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1076}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":533}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770890972}},\"lastRefreshTime\":1648770890962},\"del\":{}}","rid":"online#23303416_80537","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:06.681 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4547}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2860}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770906676}},\"lastRefreshTime\":1648770906675},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:07.776 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4549}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2560}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770907771}},\"lastRefreshTime\":1648770907769},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:08.412 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2260}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770908407}},\"lastRefreshTime\":1648770908406},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:08.698 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1960}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770908694}},\"lastRefreshTime\":1648770908693},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:09.250 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":13}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1660}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770909247}},\"lastRefreshTime\":1648770909245},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:09.780 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":14}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4551}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1360}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770909775}},\"lastRefreshTime\":1648770909774},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:10.544 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":16}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":760}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770910539}},\"lastRefreshTime\":1648770910527},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:10.250 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":15}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1060}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770910246}},\"lastRefreshTime\":1648770910244},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:10.899 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":17}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4552}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":460}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770910896}},\"lastRefreshTime\":1648770910894},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:11.815 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":18}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4553}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":160}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770911811}},\"lastRefreshTime\":1648770911809},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:34.439 ERROR [queue-executor-handler-3][?:?]:[online#20836467_40405|由比滨同学|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3196}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1880}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770934430}},\"lastRefreshTime\":1648770934429},\"del\":{}}","rid":"online#20836467_40405","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:47.437 ERROR [queue-executor-handler-1][?:?]:[online#20903861_80459|西双版纳|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":13430}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2416}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770947434}},\"lastRefreshTime\":1648770947432},\"del\":{}}","rid":"online#20903861_80459","requestJson":{"index":1,"type":1}}
2022-04-01 07:55:50.301 ERROR [queue-executor-handler-1][?:?]:[online#20903861_80459|西双版纳|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":13130}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2419}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770950297}},\"lastRefreshTime\":1648770950294},\"del\":{}}","rid":"online#20903861_80459","requestJson":{"index":1,"type":1}}
2022-04-01 07:56:08.291 ERROR [queue-executor-handler-16][?:?]:[online#20456091_40335|心里没你|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":19}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4609}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4854}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648770968285}},\"lastRefreshTime\":1648770968284},\"del\":{}}","rid":"online#20456091_40335","requestJson":{"index":1,"type":1}}
2022-04-01 07:57:07.888 ERROR [queue-executor-handler-7][?:?]:[online#189124_10002|凉|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":12062}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2795}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771027879}},\"lastRefreshTime\":1648771027875},\"del\":{\"heroBag\":{\"buyCd\":{\"2\":\"$nil\"}}}}","rid":"online#189124_10002","requestJson":{"index":1,"type":1}}
2022-04-01 07:57:09.526 ERROR [queue-executor-handler-7][?:?]:[online#189124_10002|凉|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":11462}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771029522}},\"lastRefreshTime\":1648771029516},\"del\":{}}","rid":"online#189124_10002","requestJson":{"index":1,"type":1}}
2022-04-01 07:57:08.973 ERROR [queue-executor-handler-7][?:?]:[online#189124_10002|凉|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":11762}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2796}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771028968}},\"lastRefreshTime\":1648771028963},\"del\":{}}","rid":"online#189124_10002","requestJson":{"index":1,"type":1}}
2022-04-01 07:57:29.860 ERROR [queue-executor-handler-15][?:?]:[online#20520481_80449|希尔瓦娜斯|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4861}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771049855}},\"lastRefreshTime\":1648771049853},\"del\":{}}","rid":"online#20520481_80449","requestJson":{"index":1,"type":1}}
2022-04-01 07:57:44.655 ERROR [queue-executor-handler-14][?:?]:[online#3945983_40022|周杰伦|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":3570}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771064644}},\"lastRefreshTime\":1648771064641},\"del\":{}}","rid":"online#3945983_40022","requestJson":{"index":1,"type":1}}
2022-04-01 07:57:49.994 ERROR [queue-executor-handler-9][?:?]:[online#20330897_80493|对酒当歌|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":5755}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":10340}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771069991}},\"lastRefreshTime\":1648771069989},\"del\":{}}","rid":"online#20330897_80493","requestJson":{"index":1,"type":1}}
2022-04-01 08:00:36.325 ERROR [queue-executor-handler-2][KOSBaseHandler.java:414]:[online#12796648_80070|Hero赛亚人|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":14339}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771236320}},\"lastRefreshTime\":1648771236318},\"del\":{}}","rid":"online#12796648_80070","requestJson":{"index":1,"type":1}}
2022-04-01 08:00:53.176 ERROR [queue-executor-handler-12][?:?]:[online#6745808_30001|这是谁的记忆呢|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2943}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2723}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771253172}},\"lastRefreshTime\":1648771253169},\"del\":{\"heroBag\":{\"buyCd\":{\"1\":\"$nil\"}}}}","rid":"online#6745808_30001","requestJson":{"index":1,"type":1}}
2022-04-01 08:00:51.137 ERROR [queue-executor-handler-1][?:?]:[online#12523747_40159|白给|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":28205}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771251131}},\"lastRefreshTime\":1648771251129},\"del\":{}}","rid":"online#12523747_40159","requestJson":{"index":1,"type":1}}
2022-04-01 08:01:37.241 ERROR [queue-executor-handler-4][?:?]:[online#23084219_80483|兽王|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2982}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2330}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771297232}},\"lastRefreshTime\":1648771297229},\"del\":{}}","rid":"online#23084219_80483","requestJson":{"index":1,"type":1}}
2022-04-01 08:01:37.935 ERROR [queue-executor-handler-4][?:?]:[online#23084219_80483|兽王|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2682}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771297927}},\"lastRefreshTime\":1648771297925},\"del\":{}}","rid":"online#23084219_80483","requestJson":{"index":1,"type":1}}
2022-04-01 08:01:54.263 ERROR [queue-executor-handler-4][?:?]:[online#23084219_80483|兽王|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2382}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2347}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771314249}},\"lastRefreshTime\":1648771314245},\"del\":{}}","rid":"online#23084219_80483","requestJson":{"index":1,"type":1}}
2022-04-01 08:01:55.067 ERROR [queue-executor-handler-4][?:?]:[online#23084219_80483|兽王|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2082}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2348}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771315057}},\"lastRefreshTime\":1648771315053},\"del\":{}}","rid":"online#23084219_80483","requestJson":{"index":1,"type":1}}
2022-04-01 08:02:11.875 ERROR [queue-executor-handler-1][?:?]:[online#435483_30076|热血灬欧皇|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":39588}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":5507}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771331870}},\"lastRefreshTime\":1648771331864},\"del\":{}}","rid":"online#435483_30076","requestJson":{"index":1,"type":1}}
2022-04-01 08:02:58.574 ERROR [queue-executor-handler-16][KOSBaseHandler.java:414]:[online#23487820_40400|仁歌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":980}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4328}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771378569}},\"lastRefreshTime\":1648771378568},\"del\":{}}","rid":"online#23487820_40400","requestJson":{"index":1,"type":1}}
2022-04-01 08:03:36.374 ERROR [queue-executor-handler-13][?:?]:[online#21384289_40357|梅零落|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3835}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":5910}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771416367}},\"lastRefreshTime\":1648771416364},\"del\":{}}","rid":"online#21384289_40357","requestJson":{"index":1,"type":1}}
2022-04-01 08:03:34.016 ERROR [queue-executor-handler-13][?:?]:[online#21384289_40357|梅零落|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3833}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":6210}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771414009}},\"lastRefreshTime\":1648771414007},\"del\":{}}","rid":"online#21384289_40357","requestJson":{"index":1,"type":1}}
2022-04-01 08:03:55.611 ERROR [queue-executor-handler-15][?:?]:[online#9149797_80278|阿泽|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":42021}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4174}}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"2\":1648771175850}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771435603}},\"lastRefreshTime\":1648771435600},\"del\":{}}","rid":"online#9149797_80278","requestJson":{"index":1,"type":1}}
2022-04-01 08:04:09.619 ERROR [queue-executor-handler-13][?:?]:[online#21384289_40357|梅零落|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3868}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":6310}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771449611}},\"lastRefreshTime\":1648771449609},\"del\":{}}","rid":"online#21384289_40357","requestJson":{"index":1,"type":1}}
2022-04-01 08:04:55.943 ERROR [queue-executor-handler-12][?:414]:[online#458566_30003|画舫听雨眠|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":3121}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771495931}},\"lastRefreshTime\":1648771495926},\"del\":{}}","rid":"online#458566_30003","requestJson":{"index":1,"type":1}}
2022-04-01 08:06:11.219 ERROR [queue-executor-handler-16][?:?]:[online#9148182_30110|杰诺斯|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":804}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":687}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771571210}},\"lastRefreshTime\":1648771571207},\"del\":{}}","rid":"online#9148182_30110","requestJson":{"index":1,"type":1}}
2022-04-01 08:07:13.536 ERROR [queue-executor-handler-9][?:?]:[online#16100301_80327|铁蛋忍者索尼克|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":944}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":8864}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771633532}},\"lastRefreshTime\":1648771633530},\"del\":{}}","rid":"online#16100301_80327","requestJson":{"index":1,"type":1}}
2022-04-01 08:07:15.426 ERROR [queue-executor-handler-9][?:?]:[online#16100301_80327|铁蛋忍者索尼克|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":644}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":8866}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771635422}},\"lastRefreshTime\":1648771635420},\"del\":{}}","rid":"online#16100301_80327","requestJson":{"index":1,"type":1}}
2022-04-01 08:07:19.014 ERROR [queue-executor-handler-9][?:?]:[online#16100301_80327|铁蛋忍者索尼克|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":344}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":8870}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771639010}},\"lastRefreshTime\":1648771639008},\"del\":{}}","rid":"online#16100301_80327","requestJson":{"index":1,"type":1}}
2022-04-01 08:07:19.914 ERROR [queue-executor-handler-9][?:?]:[online#16100301_80327|铁蛋忍者索尼克|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":44}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":8871}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771639909}},\"lastRefreshTime\":1648771639907},\"del\":{}}","rid":"online#16100301_80327","requestJson":{"index":1,"type":1}}
2022-04-01 08:07:51.051 ERROR [queue-executor-handler-2][?:?]:[online#23505974_80551|die|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3370}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":700}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771671039}},\"lastRefreshTime\":1648771671038},\"del\":{}}","rid":"online#23505974_80551","requestJson":{"index":1,"type":1}}
2022-04-01 08:08:43.101 ERROR [queue-executor-handler-14][?:?]:[online#20148007_80440|光子体验官|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2384}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2581}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771723096}},\"lastRefreshTime\":1648771723095},\"del\":{}}","rid":"online#20148007_80440","requestJson":{"index":1,"type":1}}
2022-04-01 08:08:47.285 ERROR [queue-executor-handler-9][?:?]:[online#14255971_80342|星马派大星|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":61369}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":410}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771727280}},\"lastRefreshTime\":1648771727278},\"del\":{}}","rid":"online#14255971_80342","requestJson":{"index":1,"type":1}}
2022-04-01 08:09:07.284 ERROR [queue-executor-handler-4][?:?]:[online#23724283_80556|强子|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3385}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":700}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771747271}},\"lastRefreshTime\":1648771747270},\"del\":{}}","rid":"online#23724283_80556","requestJson":{"index":1,"type":1}}
2022-04-01 08:09:39.908 ERROR [queue-executor-handler-15][?:?]:[online#12062607_40149|熊级怪人|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2505}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648771779904}},\"lastRefreshTime\":1648771779903},\"del\":{}}","rid":"online#12062607_40149","requestJson":{"index":1,"type":1}}
